Study_Hours,Attendance,Previous_Marks,Coaching_Class,Sleep_Hours,Sports_Activity,Learning_Resources,Internet_Access,Peer_Influence,Parent_Education,Distance_From_School,Gender,Concept_Clarity,Explanation_Quality,Student_Interaction,Lab_Facility,Lab_Timing,Performance
11,45,37,1,5,1,5,0,High,Graduate,Near,Male,Average,Average,Medium,1,3,Average
33,97,81,0,7,3,4,1,High,Graduate,Far,Male,Excellent,Excellent,High,2,1,Excellent
15,65,77,0,7,2,3,0,Medium,Graduate,Far,Female,Good,Good,High,0,1,Good
2,47,21,1,4,0,4,0,Medium,Postgraduate,Near,Male,Poor,Poor,Low,5,0,Poor
14,66,44,1,5,2,2,0,High,School,Near,Female,Average,Average,Medium,0,0,Average
34,90,89,0,8,4,2,0,Medium,Graduate,Near,Male,Excellent,Excellent,High,2,2,Excellent
19,70,79,0,7,2,3,0,High,Graduate,Near,Male,Good,Good,High,0,1,Good
38,85,86,1,7,2,2,1,High,Postgraduate,Near,Female,Excellent,Excellent,High,5,1,Excellent
36,89,88,1,7,2,4,0,Medium,School,Near,Male,Excellent,Excellent,High,3,2,Excellent
9,50,40,1,5,1,2,1,High,Postgraduate,Medium,Male,Average,Average,Medium,5,0,Average
11,65,55,0,6,2,1,1,Medium,Graduate,Far,Female,Average,Average,Medium,0,1,Average
28,94,96,1,8,4,5,1,Low,Graduate,Medium,Female,Excellent,Excellent,High,3,1,Excellent
1,32,29,1,3,1,4,1,Medium,Graduate,Far,Female,Poor,Poor,Low,3,1,Poor
17,82,63,1,7,3,4,0,Low,Graduate,Medium,Female,Good,Good,High,5,2,Good
5,25,29,1,3,0,5,0,High,Postgraduate,Far,Male,Poor,Poor,Low,1,2,Poor
26,99,91,0,7,4,2,1,High,Graduate,Medium,Male,Excellent,Excellent,High,3,2,Excellent
38,82,91,1,8,2,4,0,Low,School,Medium,Male,Excellent,Excellent,High,4,2,Excellent
6,39,24,1,3,1,1,0,Medium,Postgraduate,Near,Male,Poor,Poor,Low,4,0,Poor
2,47,37,0,3,1,1,0,Low,Graduate,Far,Female,Poor,Poor,Low,4,1,Poor
3,30,27,0,4,0,2,0,High,School,Near,Female,Poor,Poor,Low,0,2,Poor
21,82,69,1,6,2,1,0,High,School,Far,Female,Good,Good,High,3,2,Good
17,72,73,0,7,2,4,1,Medium,School,Far,Female,Good,Good,High,4,2,Good
19,68,65,1,7,3,3,0,Low,School,Medium,Female,Good,Good,High,5,1,Good
16,74,60,1,7,3,3,1,High,Graduate,Far,Male,Good,Good,High,5,1,Good
32,96,97,0,8,2,3,0,Low,School,Near,Male,Excellent,Excellent,High,4,0,Excellent
9,45,49,1,6,1,5,1,Medium,School,Medium,Male,Average,Average,Medium,5,2,Average
22,78,77,1,7,3,1,1,Medium,Graduate,Far,Male,Good,Good,High,5,1,Good
6,31,33,1,4,0,1,1,Low,School,Medium,Female,Poor,Poor,Low,2,0,Poor
33,82,88,0,7,2,3,1,High,Graduate,Far,Female,Excellent,Excellent,High,4,1,Excellent
17,83,63,1,7,2,5,0,High,Graduate,Far,Male,Good,Good,High,5,2,Good
11,61,58,1,5,1,1,0,High,Graduate,Far,Female,Average,Average,Medium,1,1,Average
10,62,55,0,6,2,1,1,Medium,School,Near,Female,Average,Average,Medium,2,0,Average
9,66,46,1,6,2,2,0,Low,Graduate,Near,Male,Average,Average,Medium,0,3,Average
39,83,91,0,8,4,5,0,Medium,School,Near,Female,Excellent,Excellent,High,4,2,Excellent
11,65,59,0,5,1,5,0,Low,Graduate,Near,Male,Average,Average,Medium,3,2,Average
39,89,91,0,7,4,2,1,High,School,Medium,Male,Excellent,Excellent,High,0,1,Excellent
10,63,36,1,6,2,5,1,Medium,School,Far,Female,Average,Average,Medium,1,3,Average
8,54,53,1,6,2,1,0,Medium,Postgraduate,Near,Male,Average,Average,Medium,2,0,Average
1,43,26,1,4,0,1,1,Low,School,Medium,Female,Poor,Poor,Low,4,3,Poor
10,49,44,0,6,2,4,1,Low,Postgraduate,Medium,Male,Average,Average,Medium,5,3,Average
24,74,72,1,6,2,3,0,Medium,School,Medium,Female,Good,Good,High,4,1,Good
21,75,70,1,7,3,3,0,High,Graduate,Far,Female,Good,Good,High,4,3,Good
24,94,75,1,8,4,3,0,High,Postgraduate,Medium,Male,Excellent,Excellent,High,3,2,Excellent
9,66,58,1,5,1,5,1,Medium,School,Near,Female,Average,Average,Medium,2,1,Average
30,84,99,1,7,2,3,1,Medium,Graduate,Near,Male,Excellent,Excellent,High,5,2,Excellent
3,33,0,1,3,1,4,1,Medium,School,Medium,Female,Poor,Poor,Low,0,3,Poor
22,81,73,0,6,3,2,0,Low,Postgraduate,Medium,Male,Good,Good,High,5,0,Good
36,84,91,0,8,2,5,1,High,School,Near,Female,Excellent,Excellent,High,2,3,Excellent
24,96,96,1,8,2,2,1,Medium,School,Near,Male,Excellent,Excellent,High,5,3,Excellent
36,94,86,1,7,2,2,1,High,Graduate,Near,Male,Excellent,Excellent,High,1,0,Excellent
4,20,21,1,3,1,2,0,Medium,School,Near,Male,Poor,Poor,Low,1,3,Poor
10,45,39,0,6,1,5,0,Medium,School,Medium,Male,Average,Average,Medium,0,0,Average
7,46,25,0,4,1,2,1,Medium,Graduate,Medium,Male,Poor,Poor,Low,0,2,Poor
33,96,76,0,8,4,3,1,Medium,School,Medium,Female,Excellent,Excellent,High,0,2,Excellent
13,66,39,1,6,2,3,1,High,Postgraduate,Far,Female,Average,Average,Medium,2,2,Average
18,81,67,0,6,2,3,1,Medium,School,Medium,Male,Good,Good,High,0,1,Good
18,82,61,0,7,2,4,1,Low,School,Far,Male,Good,Good,High,5,1,Good
2,47,17,0,5,0,1,0,High,School,Medium,Male,Poor,Poor,Low,5,2,Poor
24,89,94,0,8,2,1,0,Medium,Graduate,Near,Male,Excellent,Excellent,High,1,1,Excellent
6,49,13,0,4,1,2,1,High,Graduate,Far,Male,Poor,Poor,Low,4,2,Poor
17,71,67,0,6,3,5,1,Low,School,Near,Male,Good,Good,High,1,2,Good
20,75,79,1,7,3,5,1,Medium,Postgraduate,Far,Male,Good,Good,High,5,2,Good
21,67,66,1,7,2,3,0,Low,School,Medium,Male,Good,Good,High,5,3,Good
14,60,49,0,5,1,3,1,Low,School,Medium,Female,Average,Average,Medium,2,1,Average
2,49,6,1,5,1,5,0,High,School,Near,Male,Poor,Poor,Low,0,0,Poor
5,29,36,0,3,0,3,0,Low,School,Near,Female,Poor,Poor,Low,2,2,Poor
17,71,68,1,7,2,5,0,High,Graduate,Medium,Female,Good,Good,High,3,3,Good
3,24,37,1,3,0,3,0,High,Postgraduate,Far,Female,Poor,Poor,Low,2,2,Poor
13,63,43,1,5,1,5,1,Low,Graduate,Near,Female,Average,Average,Medium,2,2,Average
31,80,92,0,7,3,2,0,Low,Postgraduate,Near,Male,Excellent,Excellent,High,3,1,Excellent
15,53,52,0,6,1,4,0,Medium,Postgraduate,Far,Female,Average,Average,Medium,0,0,Average
36,80,90,1,8,2,1,1,High,Postgraduate,Far,Male,Excellent,Excellent,High,2,2,Excellent
24,90,96,0,7,4,5,1,Low,Postgraduate,Near,Male,Excellent,Excellent,High,5,3,Excellent
12,60,44,1,5,2,2,1,High,Postgraduate,Medium,Male,Average,Average,Medium,2,3,Average
36,85,95,0,8,2,5,1,High,School,Far,Female,Excellent,Excellent,High,4,1,Excellent
19,72,67,1,6,2,4,0,Medium,Graduate,Medium,Female,Good,Good,High,2,2,Good
12,52,58,1,5,2,2,0,Low,Graduate,Far,Female,Average,Average,Medium,1,1,Average
8,64,36,0,6,1,3,0,High,Postgraduate,Far,Male,Average,Average,Medium,3,1,Average
37,81,93,1,7,3,3,0,Low,Postgraduate,Far,Male,Excellent,Excellent,High,5,1,Excellent
14,51,55,0,5,1,2,1,Low,Graduate,Medium,Male,Average,Average,Medium,4,1,Average
12,64,35,1,6,2,5,0,Low,Postgraduate,Near,Male,Average,Average,Medium,2,3,Average
2,34,8,0,5,0,3,1,High,School,Near,Male,Poor,Poor,Low,1,2,Poor
3,37,28,0,5,0,2,0,High,Postgraduate,Near,Female,Poor,Poor,Low,2,2,Poor
12,60,35,1,6,2,3,1,Medium,Graduate,Medium,Male,Average,Average,Medium,5,1,Average
2,45,2,0,3,1,4,1,Low,School,Far,Female,Poor,Poor,Low,3,1,Poor
26,81,98,1,7,2,5,1,Low,School,Near,Male,Excellent,Excellent,High,3,1,Excellent
24,81,88,0,8,2,2,1,Low,Graduate,Medium,Female,Excellent,Excellent,High,1,1,Excellent
22,67,62,1,6,2,5,0,Low,School,Medium,Female,Good,Good,High,2,1,Good
37,98,96,0,8,4,5,1,High,School,Far,Female,Excellent,Excellent,High,0,2,Excellent
3,25,6,1,3,0,1,0,High,Postgraduate,Far,Male,Poor,Poor,Low,5,2,Poor
1,22,16,1,4,1,3,0,Low,Postgraduate,Near,Female,Poor,Poor,Low,3,3,Poor
15,68,69,1,7,3,2,0,Medium,Graduate,Far,Female,Good,Good,High,3,1,Good
1,44,13,0,4,0,4,0,Low,Graduate,Near,Male,Poor,Poor,Low,2,2,Poor
14,67,40,1,6,2,1,0,Low,School,Far,Female,Average,Average,Medium,3,2,Average
32,98,97,1,7,2,5,1,Medium,Graduate,Near,Male,Excellent,Excellent,High,0,3,Excellent
29,80,88,1,8,2,1,1,Low,School,Near,Female,Excellent,Excellent,High,3,2,Excellent
21,68,59,0,7,3,1,0,High,Postgraduate,Medium,Male,Good,Good,High,2,0,Good
11,53,46,1,5,2,2,0,High,School,Near,Male,Average,Average,Medium,5,1,Average
17,71,70,0,7,2,4,1,Low,School,Medium,Male,Good,Good,High,5,3,Good
7,45,32,0,3,0,3,0,Medium,School,Far,Male,Poor,Poor,Low,0,2,Poor
37,87,93,1,7,2,5,1,Low,Graduate,Medium,Male,Excellent,Excellent,High,5,0,Excellent
11,57,42,1,5,2,5,1,Medium,Graduate,Medium,Female,Average,Average,Medium,1,1,Average
15,74,71,0,6,2,1,1,Medium,Postgraduate,Medium,Female,Good,Good,High,5,2,Good
15,72,66,1,7,2,4,1,Medium,Graduate,Medium,Female,Good,Good,High,4,1,Good
20,65,72,0,7,2,1,1,Medium,Graduate,Far,Male,Good,Good,High,1,3,Good
1,27,39,1,5,0,5,0,Medium,Graduate,Near,Male,Poor,Poor,Low,1,0,Poor
22,76,69,0,6,3,1,0,High,Postgraduate,Medium,Female,Good,Good,High,1,1,Good
3,30,17,1,4,1,5,1,High,Graduate,Medium,Male,Poor,Poor,Low,3,3,Poor
1,49,12,0,3,0,1,0,Low,School,Medium,Female,Poor,Poor,Low,4,1,Poor
4,24,3,0,3,0,1,1,Medium,Graduate,Medium,Female,Poor,Poor,Low,4,1,Poor
24,89,89,0,8,3,3,0,Medium,School,Medium,Male,Excellent,Excellent,High,4,3,Excellent
7,27,21,1,5,0,2,0,Medium,Graduate,Near,Female,Poor,Poor,Low,3,3,Poor
39,92,75,0,8,3,2,1,Medium,Graduate,Near,Male,Excellent,Excellent,High,1,3,Excellent
15,75,78,1,7,2,1,0,Low,Postgraduate,Far,Female,Good,Good,High,4,1,Good
1,31,21,0,3,0,3,1,High,Graduate,Far,Male,Poor,Poor,Low,4,2,Poor
1,31,37,0,4,1,1,1,Low,School,Medium,Female,Poor,Poor,Low,4,0,Poor
17,72,55,0,6,3,1,1,Medium,School,Far,Female,Good,Good,High,0,0,Good
6,29,9,0,5,0,3,0,High,Postgraduate,Near,Male,Poor,Poor,Low,3,0,Poor
2,28,23,0,3,0,3,0,High,School,Near,Male,Poor,Poor,Low,4,0,Poor
15,46,51,0,5,2,5,1,Medium,School,Medium,Male,Average,Average,Medium,0,2,Average
16,72,61,0,7,2,2,0,High,Graduate,Medium,Male,Good,Good,High,4,0,Good
26,94,80,1,8,3,5,1,Low,Postgraduate,Far,Female,Excellent,Excellent,High,1,2,Excellent
38,96,93,0,7,2,4,1,High,School,Near,Male,Excellent,Excellent,High,3,2,Excellent
9,66,47,1,6,2,3,0,Medium,Postgraduate,Far,Female,Average,Average,Medium,5,3,Average
9,57,45,0,6,1,5,0,Medium,Graduate,Medium,Male,Average,Average,Medium,0,1,Average
19,83,78,1,6,3,5,0,Medium,Graduate,Near,Male,Good,Good,High,3,1,Good
18,78,71,0,7,3,4,1,Medium,Graduate,Near,Female,Good,Good,High,2,1,Good
7,29,8,0,5,1,4,1,High,School,Far,Female,Poor,Poor,Low,1,0,Poor
16,66,64,1,6,2,5,1,Medium,Postgraduate,Medium,Male,Good,Good,High,0,2,Good
32,96,80,1,8,2,4,0,Low,School,Near,Male,Excellent,Excellent,High,4,3,Excellent
5,32,31,1,4,0,5,0,Low,Graduate,Far,Male,Poor,Poor,Low,5,2,Poor
22,77,74,1,7,2,2,0,High,School,Medium,Male,Good,Good,High,4,0,Good
34,86,99,1,8,4,3,0,High,Postgraduate,Near,Female,Excellent,Excellent,High,3,2,Excellent
8,63,41,1,6,2,2,0,Medium,School,Far,Male,Average,Average,Medium,2,2,Average
10,64,50,1,5,2,5,0,Low,School,Medium,Female,Average,Average,Medium,4,2,Average
24,71,60,0,6,3,5,0,Medium,Graduate,Near,Female,Good,Good,High,4,2,Good
36,96,99,0,8,4,2,0,Low,Postgraduate,Near,Female,Excellent,Excellent,High,4,1,Excellent
12,66,41,1,5,1,4,0,High,Postgraduate,Medium,Male,Average,Average,Medium,4,2,Average
23,69,63,1,7,3,1,1,Medium,School,Far,Female,Good,Good,High,1,1,Good
24,73,69,1,7,2,3,1,Medium,Graduate,Near,Female,Good,Good,High,1,2,Good
24,91,75,1,7,2,5,1,High,School,Near,Female,Excellent,Excellent,High,2,2,Excellent
13,45,35,1,6,2,4,0,High,Graduate,Far,Male,Average,Average,Medium,0,0,Average
3,32,11,0,5,0,2,1,High,Graduate,Near,Female,Poor,Poor,Low,2,3,Poor
4,30,20,1,5,0,3,1,Medium,School,Far,Female,Poor,Poor,Low,0,2,Poor
15,76,68,0,7,3,2,0,Low,School,Near,Female,Good,Good,High,0,0,Good
1,31,13,0,5,0,2,0,Low,School,Medium,Male,Poor,Poor,Low,2,1,Poor
11,49,35,0,6,1,4,0,Medium,Postgraduate,Medium,Female,Average,Average,Medium,0,1,Average
12,68,47,1,5,1,1,1,High,Postgraduate,Near,Male,Average,Average,Medium,1,3,Average
24,82,77,1,6,3,5,0,High,Graduate,Near,Female,Good,Good,High,4,0,Good
4,25,12,0,5,0,5,0,Medium,School,Near,Male,Poor,Poor,Low,3,0,Poor
2,29,26,0,3,1,1,1,High,School,Near,Female,Poor,Poor,Low,5,2,Poor
28,83,84,0,8,3,2,0,Medium,Postgraduate,Far,Female,Excellent,Excellent,High,0,1,Excellent
38,91,97,1,8,4,2,1,Medium,Graduate,Near,Female,Excellent,Excellent,High,3,2,Excellent
10,46,43,0,6,1,5,1,Medium,Postgraduate,Far,Male,Average,Average,Medium,3,0,Average
29,96,81,0,7,4,4,1,Medium,Graduate,Far,Female,Excellent,Excellent,High,1,2,Excellent
24,70,76,0,6,2,3,0,Medium,School,Near,Male,Good,Good,High,1,3,Good
8,51,52,0,5,2,2,1,Medium,Graduate,Far,Female,Average,Average,Medium,1,2,Average
3,45,9,1,3,1,5,1,Low,Postgraduate,Far,Female,Poor,Poor,Low,4,3,Poor
24,87,77,1,7,4,4,1,High,Postgraduate,Medium,Female,Excellent,Excellent,High,0,2,Excellent
4,38,9,0,4,1,2,0,Medium,Postgraduate,Medium,Female,Poor,Poor,Low,0,0,Poor
29,99,82,1,8,3,4,1,Low,Postgraduate,Medium,Female,Excellent,Excellent,High,3,2,Excellent
22,73,77,1,7,2,1,0,Low,Graduate,Far,Female,Good,Good,High,3,0,Good
38,97,85,0,7,4,3,1,High,School,Near,Male,Excellent,Excellent,High,0,2,Excellent
38,83,99,0,8,3,3,1,High,Postgraduate,Medium,Male,Excellent,Excellent,High,2,1,Excellent
4,26,24,0,5,1,2,1,Medium,Postgraduate,Medium,Male,Poor,Poor,Low,5,3,Poor
2,33,21,0,3,0,5,1,High,Postgraduate,Far,Male,Poor,Poor,Low,5,0,Poor
22,77,79,0,6,3,1,1,Low,School,Far,Male,Good,Good,High,3,0,Good
24,83,94,1,8,3,2,1,Medium,School,Near,Male,Excellent,Excellent,High,1,0,Excellent
34,82,99,0,7,3,1,1,Medium,Postgraduate,Far,Male,Excellent,Excellent,High,2,3,Excellent
23,82,73,1,7,3,1,1,Low,Graduate,Near,Female,Good,Good,High,4,0,Good
20,72,62,0,7,2,5,0,Medium,Postgraduate,Far,Female,Good,Good,High,4,3,Good
7,37,38,0,5,1,1,0,Medium,Postgraduate,Medium,Male,Poor,Poor,Low,1,2,Poor
20,83,68,0,7,3,1,1,High,School,Far,Female,Good,Good,High,1,2,Good
9,58,47,1,6,1,4,0,Low,Graduate,Medium,Male,Average,Average,Medium,3,0,Average
22,71,72,0,7,2,1,1,High,Graduate,Near,Male,Good,Good,High,2,3,Good
19,66,74,1,7,3,2,0,Medium,School,Medium,Male,Good,Good,High,5,2,Good
30,99,80,0,7,4,5,1,High,Graduate,Medium,Male,Excellent,Excellent,High,3,2,Excellent
15,78,77,1,7,3,5,1,Low,Graduate,Far,Male,Good,Good,High,4,0,Good
11,58,43,0,5,1,3,1,Medium,School,Far,Male,Average,Average,Medium,1,0,Average
18,65,72,1,7,3,2,1,High,School,Medium,Female,Good,Good,High,5,3,Good
17,70,74,0,7,2,3,1,Medium,Postgraduate,Far,Female,Good,Good,High,0,3,Good
5,41,33,1,5,0,5,0,Low,Postgraduate,Near,Female,Poor,Poor,Low,1,0,Poor
10,62,54,0,6,2,5,0,Low,Postgraduate,Medium,Male,Average,Average,Medium,1,2,Average
24,86,93,0,7,2,2,0,Low,Postgraduate,Near,Female,Excellent,Excellent,High,3,0,Excellent
17,66,69,1,7,2,1,0,Medium,Postgraduate,Far,Female,Good,Good,High,1,3,Good
24,76,65,1,6,3,4,0,Medium,Postgraduate,Medium,Female,Good,Good,High,4,0,Good
35,90,82,0,8,4,2,0,Medium,Graduate,Medium,Female,Excellent,Excellent,High,0,1,Excellent
7,33,13,0,5,0,1,1,Medium,School,Near,Female,Poor,Poor,Low,3,3,Poor
15,69,69,1,6,3,5,1,Low,Postgraduate,Medium,Female,Good,Good,High,4,0,Good
33,84,87,1,8,2,2,0,Medium,Graduate,Medium,Male,Excellent,Excellent,High,3,1,Excellent
28,95,97,0,8,4,4,1,Medium,Postgraduate,Medium,Female,Excellent,Excellent,High,5,2,Excellent
21,82,69,1,7,3,3,0,High,Postgraduate,Far,Female,Good,Good,High,5,2,Good
9,61,42,0,6,2,4,0,Low,Graduate,Far,Male,Average,Average,Medium,5,3,Average
4,39,5,1,4,1,5,1,Medium,Graduate,Medium,Female,Poor,Poor,Low,1,0,Poor
9,67,38,1,5,1,4,0,Medium,Graduate,Medium,Female,Average,Average,Medium,0,1,Average
5,49,21,0,3,0,4,1,High,Graduate,Near,Male,Poor,Poor,Low,2,1,Poor
16,76,57,1,6,2,4,1,Low,School,Far,Female,Good,Good,High,5,0,Good
28,83,79,1,8,4,5,0,Medium,School,Far,Female,Excellent,Excellent,High,4,2,Excellent
38,98,92,0,8,4,1,0,Medium,School,Far,Female,Excellent,Excellent,High,2,1,Excellent
18,79,79,0,6,2,5,0,High,Graduate,Far,Female,Good,Good,High,4,3,Good
15,66,65,0,7,2,5,0,Low,School,Far,Male,Good,Good,High,0,1,Good
7,47,11,0,5,1,5,0,Medium,Postgraduate,Near,Male,Poor,Poor,Low,2,3,Poor
18,81,59,1,6,2,3,0,Low,School,Far,Male,Good,Good,High,0,0,Good
36,98,87,0,8,4,5,1,Low,Graduate,Medium,Female,Excellent,Excellent,High,4,1,Excellent
2,38,17,1,4,0,5,0,Low,Postgraduate,Medium,Female,Poor,Poor,Low,3,2,Poor
8,46,59,1,6,2,1,0,Low,School,Far,Male,Average,Average,Medium,3,3,Average
24,80,93,1,7,3,4,0,High,School,Medium,Male,Excellent,Excellent,High,3,0,Excellent
23,69,76,1,7,2,1,0,Medium,Graduate,Medium,Female,Good,Good,High,2,2,Good
14,45,47,0,5,1,4,0,Low,School,Medium,Female,Average,Average,Medium,2,1,Average
18,65,78,1,7,3,1,0,Medium,School,Far,Female,Good,Good,High,3,2,Good
17,70,73,0,7,2,3,1,Low,School,Far,Female,Good,Good,High,5,3,Good
35,82,85,0,7,2,4,1,High,Postgraduate,Far,Female,Excellent,Excellent,High,0,3,Excellent
17,83,74,0,6,2,3,1,Low,Postgraduate,Near,Male,Good,Good,High,2,0,Good
27,85,94,1,7,2,2,1,High,Postgraduate,Medium,Male,Excellent,Excellent,High,2,0,Excellent
9,54,41,1,5,1,4,0,High,School,Far,Male,Average,Average,Medium,3,0,Average
3,23,26,0,5,0,2,1,High,Postgraduate,Far,Female,Poor,Poor,Low,1,0,Poor
9,46,59,1,6,2,4,1,High,Graduate,Medium,Male,Average,Average,Medium,4,3,Average
32,86,98,0,7,4,1,0,Medium,Postgraduate,Near,Female,Excellent,Excellent,High,4,1,Excellent
15,66,37,0,5,1,3,0,Low,School,Near,Female,Average,Average,Medium,1,3,Average
9,47,49,0,5,1,2,0,Medium,Postgraduate,Medium,Male,Average,Average,Medium,0,2,Average
14,68,48,1,6,2,3,0,Medium,School,Near,Female,Average,Average,Medium,5,0,Average
2,25,15,1,3,0,1,1,High,Postgraduate,Near,Female,Poor,Poor,Low,5,0,Poor
21,82,61,0,6,3,3,1,Low,Postgraduate,Medium,Female,Good,Good,High,2,3,Good
33,99,89,0,8,2,2,0,Medium,Postgraduate,Medium,Female,Excellent,Excellent,High,5,3,Excellent
19,84,64,1,6,2,4,1,Low,Postgraduate,Medium,Female,Good,Good,High,5,0,Good
24,90,85,0,7,4,1,0,High,School,Medium,Male,Excellent,Excellent,High,5,0,Excellent
5,46,24,0,5,0,3,1,Medium,Graduate,Far,Female,Poor,Poor,Low,5,1,Poor
18,82,77,1,6,3,2,0,Medium,School,Far,Male,Good,Good,High,0,1,Good
26,98,86,1,8,2,1,0,Low,Postgraduate,Far,Female,Excellent,Excellent,High,5,1,Excellent
20,78,61,1,7,3,2,1,High,School,Medium,Female,Good,Good,High,1,1,Good
22,69,76,1,7,2,5,0,High,Postgraduate,Far,Male,Good,Good,High,4,3,Good
7,38,14,1,4,0,5,1,Low,School,Far,Female,Poor,Poor,Low,4,1,Poor
39,84,77,1,7,4,5,0,Low,Graduate,Near,Female,Excellent,Excellent,High,1,3,Excellent
38,97,79,0,8,2,2,1,High,Graduate,Far,Male,Excellent,Excellent,High,5,2,Excellent
19,78,56,1,6,3,5,0,Low,School,Near,Female,Good,Good,High,5,3,Good
11,69,53,0,6,2,3,1,Low,School,Near,Female,Average,Average,Medium,3,1,Average
21,68,73,1,6,3,4,0,Low,Graduate,Far,Male,Good,Good,High,3,1,Good
36,80,75,1,8,2,5,1,High,Postgraduate,Medium,Female,Excellent,Excellent,High,2,2,Excellent
13,47,54,0,6,2,3,1,Medium,School,Medium,Male,Average,Average,Medium,3,0,Average
10,54,48,0,5,1,3,1,High,Graduate,Medium,Female,Average,Average,Medium,4,1,Average
19,76,68,1,6,2,4,0,Medium,Postgraduate,Far,Male,Good,Good,High,5,2,Good
11,67,57,0,6,2,1,0,High,Postgraduate,Medium,Male,Average,Average,Medium,2,3,Average
23,83,75,0,7,2,4,1,Low,Graduate,Far,Female,Good,Good,High,2,0,Good
31,81,81,0,7,4,4,1,Low,Postgraduate,Far,Male,Excellent,Excellent,High,2,0,Excellent
37,88,81,1,8,4,5,0,Low,Graduate,Medium,Female,Excellent,Excellent,High,5,2,Excellent
22,71,66,1,7,3,5,0,Medium,Postgraduate,Medium,Female,Good,Good,High,2,1,Good
4,49,23,0,4,0,3,1,Low,Postgraduate,Medium,Female,Poor,Poor,Low,0,2,Poor
19,78,68,0,6,3,2,1,Medium,School,Near,Female,Good,Good,High,1,0,Good
34,92,78,1,8,3,1,1,Low,Postgraduate,Medium,Male,Excellent,Excellent,High,1,1,Excellent
23,75,74,1,6,3,3,1,Medium,Graduate,Medium,Female,Good,Good,High,1,1,Good
6,40,21,1,5,1,2,1,High,Postgraduate,Near,Male,Poor,Poor,Low,5,2,Poor
24,79,55,0,6,2,1,1,High,Graduate,Near,Male,Good,Good,High,5,1,Good
24,74,72,0,6,2,2,1,High,School,Near,Female,Good,Good,High,3,3,Good
13,49,43,0,5,2,5,0,Low,School,Near,Male,Average,Average,Medium,0,1,Average
7,28,1,1,3,1,1,1,Low,Graduate,Medium,Female,Poor,Poor,Low,2,1,Poor
20,80,56,1,7,2,1,1,Low,Postgraduate,Far,Male,Good,Good,High,5,1,Good
15,81,79,1,6,2,1,1,High,School,Near,Female,Good,Good,High,2,0,Good
16,66,63,0,7,2,4,0,Medium,School,Near,Male,Good,Good,High,4,0,Good
17,68,78,0,6,3,5,1,Low,Graduate,Far,Male,Good,Good,High,0,1,Good
6,29,18,1,4,1,3,1,Low,Postgraduate,Medium,Female,Poor,Poor,Low,4,2,Poor
29,86,87,0,8,3,1,1,Low,Graduate,Near,Male,Excellent,Excellent,High,3,3,Excellent
23,76,71,0,6,3,2,1,High,Graduate,Medium,Female,Good,Good,High,1,2,Good
18,79,62,0,6,2,5,0,Low,Postgraduate,Medium,Male,Good,Good,High,5,0,Good
16,80,72,0,6,3,4,1,Low,Graduate,Medium,Male,Good,Good,High,0,3,Good
34,88,95,1,8,4,2,0,Low,Postgraduate,Far,Female,Excellent,Excellent,High,3,3,Excellent
4,24,29,1,5,1,2,1,Medium,School,Far,Male,Poor,Poor,Low,0,1,Poor
20,84,75,0,6,3,3,0,Low,Graduate,Near,Female,Good,Good,High,0,1,Good
32,88,82,0,8,4,4,1,Low,Graduate,Far,Male,Excellent,Excellent,High,4,1,Excellent
2,37,39,1,3,0,5,0,Medium,Graduate,Near,Male,Poor,Poor,Low,2,2,Poor
30,80,99,1,7,2,2,1,Low,Postgraduate,Medium,Male,Excellent,Excellent,High,4,2,Excellent
25,97,82,0,8,4,5,1,High,School,Medium,Male,Excellent,Excellent,High,2,3,Excellent
9,49,36,1,6,2,2,1,Low,Postgraduate,Medium,Male,Average,Average,Medium,4,2,Average
22,69,75,0,7,3,3,0,Medium,School,Near,Female,Good,Good,High,3,3,Good
27,85,86,0,8,3,2,1,Low,Postgraduate,Medium,Female,Excellent,Excellent,High,5,1,Excellent
24,70,66,0,7,3,2,1,High,Postgraduate,Far,Female,Good,Good,High,3,1,Good
26,99,88,0,8,4,3,1,Low,School,Near,Male,Excellent,Excellent,High,0,0,Excellent
10,47,50,0,5,1,2,1,Medium,Postgraduate,Medium,Female,Average,Average,Medium,0,2,Average
25,88,94,0,8,4,5,1,Medium,School,Near,Female,Excellent,Excellent,High,1,1,Excellent
10,59,44,0,6,1,2,1,Low,Postgraduate,Near,Male,Average,Average,Medium,3,2,Average
6,39,12,0,3,1,5,0,Low,Postgraduate,Far,Female,Poor,Poor,Low,4,0,Poor
15,47,43,0,6,2,5,0,Medium,School,Medium,Female,Average,Average,Medium,4,3,Average
4,38,6,1,3,0,1,1,Medium,Graduate,Far,Female,Poor,Poor,Low,4,3,Poor
30,93,83,0,8,2,2,0,Medium,Postgraduate,Far,Female,Excellent,Excellent,High,3,2,Excellent
19,73,63,1,6,3,1,0,Medium,Postgraduate,Far,Male,Good,Good,High,4,3,Good
23,70,75,1,6,2,4,1,Low,School,Far,Female,Good,Good,High,5,2,Good
35,93,88,0,8,4,2,1,High,School,Far,Male,Excellent,Excellent,High,5,2,Excellent
11,53,50,1,6,2,3,0,Low,Graduate,Near,Female,Average,Average,Medium,2,3,Average
24,68,57,0,7,3,3,0,Low,Graduate,Near,Male,Good,Good,High,5,1,Good
15,82,75,0,6,3,3,1,High,School,Near,Female,Good,Good,High,5,0,Good
